alternative_id,sub_code,raw_score
A110,S30,0.2460556423675731
A111,S30,0.4294618415981057
A112,S30,0.4333242289616724
A113,S30,0.2214040146299695
A114,S30,0.296441588533645
A115,S30,0.4208638029401215
A116,S30,0.2710388530187731
A117,S30,0.3928032773710083
A118,S30,0.3256476366845767
A119,S30,0.4702268718189756
A120,S30,0.3479188082559164
A121,S30,0.4123986132779995
A122,S30,0.4028229995895305
A123,S30,0.3312851172179108
A124,S30,0.4261160487796704
A125,S30,0.3821926095836957
A126,S30,0.3156234371561014
A127,S30,0.4373925302466578
A128,S30,0.1807786646901473
A129,S30,0.1748930525903735
A130,S30,0.1834680601788755
A131,S30,0.4280026779574715
A132,S30,0.2786833941033304
A133,S30,0.5395166442245047
A134,S30,0.3394032277428932
A135,S30,0.3150834837807377
A136,S30,0.4887616002313255
A137,S30,0.5726199644591164
A138,S30,0.4993724640343545
A139,S30,0.4184964132861819
A140,S30,0.4249476440350515
A141,S30,0.4521598981091313
A142,S30,0.4234171737908986
A143,S30,0.2790957565710612
A144,S30,0.3023457430959879
A145,S30,0.299413398834841
A146,S30,0.3656656696778386
A147,S30,0.3296161727030885
A148,S30,0.3939451643851143
A149,S30,0.3918092765897975
A150,S30,0.3168255369457596
A151,S30,0.4974793069442079
A1,S31,0.4200063558734568
A2,S31,0.3193351240531725
A3,S31,0.4185878876263082
A4,S31,0.2654285351096958
A5,S31,0.2412544110863753
A6,S31,0.4484143541606267
A7,S31,0.295047762101552
A8,S31,0.3048636318156339
A9,S31,0.2408554113967517
A10,S31,0.3252129636745999
A11,S31,0.2665467661934535
A12,S31,0.2340521254668087
A13,S31,0.3976520054633788
A14,S31,0.2067513709901932
A15,S31,0.2343567389507636
A16,S31,0.3492405895868275
A17,S31,0.3092289531924198
A18,S31,0.269416736409283
A19,S31,0.4991271937606506
A20,S31,0.2811023131350245
A21,S31,0.5199193202512844
A22,S31,0.4126023444964344
A23,S31,0.2124399501244369
A24,S31,0.5650832146627304
A25,S31,0.3081127892132525
A26,S31,0.4345081000341383
A27,S31,0.5511212735437799
A28,S31,0.3648611860320625
A29,S31,0.5580782897643055
A30,S31,0.3390532101485084
A31,S31,0.298942699589056
A32,S31,0.3858896089683299
A33,S31,0.2732812739379111
A34,S31,0.4927820470214922
A35,S31,0.3755968609117354
A36,S31,0.2503401733395573
A37,S31,0.3985892082311318
A38,S31,0.2174126434596691
A39,S31,0.2168313005082891
A40,S31,0.4298841896575201
A41,S31,0.3506925953252185
A42,S31,0.237269398538987
A43,S31,0.4105092440317249
A44,S31,0.4160061165844954
A45,S31,0.4437985613424285
A46,S31,0.4638158538532478
A47,S31,0.3689166100585037
A48,S31,0.2219675264462204
A49,S31,0.5055014929783667
A50,S31,0.3266079328165131
A51,S31,0.3865442568016116
A52,S31,0.4285208504729279
A53,S31,0.429548559869133
A54,S31,0.3788331945296043
A55,S31,0.5282717290018086
A56,S31,0.2993733304482448
A57,S31,0.4385893885980244
A58,S31,0.348858795550867
A59,S31,0.3815238446671872
A60,S31,0.5487066604089509
A61,S31,0.4363034393810132
A62,S31,0.4336288273025294
A63,S31,0.4188913376629492
A64,S31,0.278628133448123
A65,S31,0.3217949130642224
A66,S31,0.3009581333660739
A67,S31,0.2503962269012101
A68,S31,0.4948422707463717
A69,S31,0.246300807788163
A70,S31,0.2569379083051506
A71,S31,0.3083864830365914
A72,S31,0.4199678355920396
A73,S31,0.396829633788032
A74,S31,0.4504013638062557
A75,S31,0.2917488553903076
A76,S31,0.3498443423119116
A77,S31,0.3213906032993121
A78,S31,0.3322443706341076
A79,S31,0.3497159096951468
A80,S31,0.3821315688203237
A81,S31,0.3376584380610034
A82,S31,0.4592517798126693
A83,S31,0.4828551349031703
A84,S31,0.385506005119585
A85,S31,0.308811396593881
A86,S31,0.3401725445101042
A87,S31,0.3732173648276864
A88,S31,0.3468448191247377
A89,S31,0.3879095896505752
A90,S31,0.5044186846236578
A91,S31,0.3013036043873056
A92,S31,0.3381388357895676
A93,S31,0.4648995178035734
A94,S31,0.345719270214159
A95,S31,0.5202962876669418
A96,S31,0.4518415482523392
A97,S31,0.1897474802142689
A98,S31,0.4284434197488403
A99,S31,0.3556514928415376
A100,S31,0.3757120828182673
A101,S31,0.4179998146342904
A102,S31,0.251618223451473
A103,S31,0.2433704160778472
A104,S31,0.2701678696404974
A105,S31,0.3672837018118051
A106,S31,0.3415473527142658
A107,S31,0.4034995065785478
A108,S31,0.5464387788599782
A109,S31,0.3443681895191723
A110,S31,0.2733023948291987
A111,S31,0.3956380936478339
A112,S31,0.4616979485382499
A113,S31,0.3553341435419764
A114,S31,0.371004702624566
A115,S31,0.3635263731843786
A116,S31,0.2088986070708185
A117,S31,0.3605534731553083
A118,S31,0.3336184535051387
A119,S31,0.3887424821306397
A120,S31,0.223891489454297
A121,S31,0.4210789531738625
A122,S31,0.4782177665439435
A123,S31,0.3450773396419533
A124,S31,0.4976066222613745
A125,S31,0.3061811567628215
A126,S31,0.3253371862621578
A127,S31,0.4311242532106883
A128,S31,0.2417561427400491
A129,S31,0.1455128338969417
A130,S31,0.2361828083521324
A131,S31,0.4483704074907696
A132,S31,0.2170925756405518
A133,S31,0.5254714145110556
A134,S31,0.2832909527088053
A135,S31,0.4497482540488597
A136,S31,0.5038821266197206
A137,S31,0.4577151319958712
A138,S31,0.544337933461251
A139,S31,0.3811740838675975
A140,S31,0.4840423495930811
A141,S31,0.3778716544010948
A142,S31,0.4104687019047348
A143,S31,0.3626612489678017
A144,S31,0.2226489332062349
A145,S31,0.2861462272473954
A146,S31,0.3087425220223358
A147,S31,0.3579558921523781
A148,S31,0.3394259721899062
A149,S31,0.3020986356049473
A150,S31,0.3364240298201102
A151,S31,0.4982408628046334
A1,S32,0.4187140119996963
A2,S32,0.3271717113756253
A3,S32,0.3794462886462713
A4,S32,0.4112702839882975
A5,S32,0.1834238324796554
A6,S32,0.4323285712565819
A7,S32,0.3445525909123621
A8,S32,0.3672212611389923
A9,S32,0.2479641902442618
A10,S32,0.313614136426676
A11,S32,0.1630018411181558
A12,S32,0.3051513524114093
A13,S32,0.5134914043969079
A14,S32,0.1898570724523055
A15,S32,0.2164151325498856
A16,S32,0.4929875700455845
A17,S32,0.3163020970806438
A18,S32,0.3007687596474127
A19,S32,0.3933290283034629
A20,S32,0.2891307870757813
A21,S32,0.5301445435694576
A22,S32,0.4133095564360781
A23,S32,0.2819215345853839
A24,S32,0.5406036281073878
A25,S32,0.3305773870463674
A26,S32,0.3193886537127952
